method,task_id,seed,collision,success,min_clearance,joint_limit_violation,velocity_violation,acceleration_violation,terminal_goal_error,joint_path_length,ee_path_length,smoothness,acceleration_cost,jerk_cost,reference_distance,terminal_joint_error,planning_latency_sec,fm_latency_sec,projection_latency_sec,projection_solver_latency_sec,projection_calls,failed_projection_solves,projection_correction_sum,final_correction_magnitude,trajectory_distortion_vs_plain
CURRENT_STATE_PROJECTION,3,0,0.0,0.0,0.14924666567374065,0.0,0.0,3.909785747528076,1.125720510169409,2.120145898906534,0.8337564334865163,0.08197062765737373,81.97062765737374,23746.761778266915,0.40123343425508107,1.726952601518955,7.208025862986688,0.05003787495661527,7.075981827976648,0.7953811761690304,7.0,6.0,20.570973298579716,0.0,1.9013972282409668
POV_ENDPOINT_PROJECTION,3,0,1.0,0.0,-0.03677688899856173,0.0,8.862962083625794,171.43762305378914,1.4618700685720123,17.02708170538187,7.959268950965152,55.489713271249286,55489.71327124929,16505723.132247774,1.6478129315991867,2.5185693414234938,5.503253161034081,0.04834476200630888,5.373740156006534,0.5875232319813222,7.0,2.0,25.944234753166484,2.5018270598957555,6.540988445281982
PLAIN_FM,3,1,0.0,0.0,0.10539370839583456,0.0,0.04855688076019282,0.0,0.9074296389313632,2.2996835142954124,0.878929025821997,0.03968958478642204,39.689584786422046,8596.777101910737,0.08055134879619588,1.4193914263204839,0.07087359804427251,0.044279613008257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,3,1,0.0,0.0,0.2289773966945698,0.0,0.0,0.0,1.3238683051506515,1.6785754377653372,0.7106261578286729,0.015938493633737984,15.938493633737984,240.02235401790514,0.6048986107126293,2.006852778034877,0.3511689139995724,0.04332528589293361,0.27012438303790987,0.022183858032803982,1.0,0.0,2.8459269600492094,2.8459269600492094,2.8459270000457764
CURRENT_STATE_PROJECTION,3,1,0.0,0.0,0.24387429096359142,0.0,0.0,2.121264934539795,1.1231603498816494,1.7202705198907384,0.5862574357560894,0.05389462149859625,53.89462149859626,16112.104388665213,0.5320723776870719,1.7940035613914795,6.8182096389937215,0.0492911659530364,6.6875792109640315,0.7502679992467165,7.0,5.0,22.504001108823037,0.0,2.4980738162994385
POV_ENDPOINT_PROJECTION,3,1,1.0,0.0,-0.05378848390846799,0.0,10.198080700302125,211.3879930973053,1.3336665271402615,20.62907138623292,8.94667504645142,79.66489097705663,79664.89097705664,23626913.120477296,1.6292806380879254,1.9535984018203267,6.715575301961508,0.04836992104537785,6.58613430702826,0.7274191461037844,7.0,1.0,22.031798530569183,1.5336946036447594,6.486780166625977
PLAIN_FM,3,2,0.0,0.0,0.10383387535960573,0.0,0.18573279838562007,0.12506365776062012,0.9028525020835896,2.300516820537894,0.8675831097606802,0.03957675656381987,39.57675656381987,9247.619982970613,0.0731575604655351,1.4110432807140518,0.07097497099312022,0.04428329202346504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,3,2,0.0,0.0,0.23726575888089274,0.0,0.0,0.0,1.508906381329276,1.2756435300285804,0.8375347265645299,0.008725287066898346,8.725287066898346,196.72408845501366,0.7758720595859687,2.651151595870604,0.3564851690316573,0.043390399019699544,0.27529283304465935,0.026765761023852974,1.0,0.0,3.8793099345793878,3.8793099345793878,3.879310131072998
CURRENT_STATE_PROJECTION,3,2,0.0,0.0,0.24585850011252186,0.0,0.0,3.655428886413574,1.0946264024895958,1.782100140177283,0.595072758777764,0.06365566302699222,63.655663026992215,19595.79468294592,0.5114634129236746,1.7860180972809776,6.593753867025953,0.049551693024113774,6.462866242043674,0.7117988541140221,7.0,5.0,21.116943913861615,0.0,2.2854528427124023
POV_ENDPOINT_PROJECTION,3,2,1.0,0.0,-0.12827428858889015,0.0,10.46682969493866,183.53497505187988,1.1787328546843197,17.328021015504273,6.531593943215731,55.734235680694894,55734.235680694896,16660754.871673197,1.5677910867470302,2.6342481485208333,4.489208895014599,0.04836911102756858,4.359769790025894,0.4678548271767795,7.0,2.0,23.3700296817417,2.3276119844205505,6.348957061767578
PLAIN_FM,3,3,0.0,0.0,0.0954623785003828,0.0,0.1406800315856933,0.10819554328918457,0.881358940358716,2.288508898856787,0.8527948533379283,0.03896568972462977,38.965689724629776,9738.08298172234,0.08874381767325547,1.3574346809952795,0.0709368099924177,0.04431435413425788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,3,3,0.0,0.0,0.2356433552540918,0.0,0.0,0.0,1.2528391920363149,1.306800211375004,0.544901601420198,0.007598495665946053,7.598495665946054,144.0655352691395,0.6217896239492581,2.205017815538611,0.2601518250303343,0.04341087897773832,0.1788399249780923,0.01257232902571559,1.0,0.0,3.063024195285188,3.063024195285188,3.0630242824554443
CURRENT_STATE_PROJECTION,3,3,0.0,0.0,0.24479804185155363,0.0,0.0,2.16782808303833,1.1009690313875582,1.7844024738016981,0.6082366878645385,0.04540569609669465,45.40569609669465,12629.155076153074,0.48153857585839466,1.8371471944664493,3.9521535169915296,0.049023819039575756,3.8223285109270364,0.4042920622159727,7.0,3.0,23.15425500671089,0.0,2.2383453845977783
POV_ENDPOINT_PROJECTION,3,3,1.0,0.0,-0.07857204473129592,0.0,12.563435972213744,236.24891757965088,1.112151058958744,17.508975830573558,8.25514242234108,66.8929665709334,66892.9665709334,21122570.026088428,1.5477185705123468,1.4375114351259362,5.337117182032671,0.04836173390503973,5.2073486060253344,0.558961329748854,7.0,2.0,21.379493177028152,2.761270701799337,6.159055709838867
PLAIN_FM,3,4,0.0,0.0,0.09776501227621112,0.0,0.21538014869689937,2.2811663150787354,0.8821636338016628,2.328751479676833,0.9077685961472793,0.037738612899031576,37.73861289903157,7404.421611005386,0.08323161914646657,1.3953370886487253,0.0708772880025208,0.044296753127127886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,3,4,0.0,0.0,0.23726575888089274,0.0,0.0,0.0,1.5199993269659893,1.74473739190429,0.758279930698584,0.014363740982298534,14.363740982298532,257.3658333541174,0.5771608150174744,2.471171278595529,0.44978729099966586,0.04342881898628548,0.3684787420206703,0.03550322697265074,1.0,0.0,2.7769612531013568,2.7769612531013568,2.776961326599121
CURRENT_STATE_PROJECTION,3,4,0.0,0.0,0.22566751152674483,0.0,0.0,1.6389381885528564,1.1240897661670664,1.8341416506481325,0.6620905298567478,0.05411241005755674,54.11241005755674,16084.365775884013,0.4395602798143291,1.6917388264114974,6.739015194994863,0.049476123007480055,6.607830042077694,0.7368474809336476,7.0,5.0,21.607520475875315,0.0,2.0429728031158447
POV_ENDPOINT_PROJECTION,3,4,1.0,0.0,-0.0734069852259142,0.0,12.756929558181763,230.13734638690948,0.9250485082650697,19.525973289406288,9.343443258611117,81.24225913616995,81242.25913616996,25559606.718592893,1.5404041947330702,1.886993581004845,5.736565457016695,0.051275599107611924,5.60285348596517,0.6217172411852516,7.0,2.0,23.703813773692687,2.9566544212067445,6.2528910636901855
PLAIN_FM,3,5,0.0,0.0,0.10764332230777149,0.0,0.15893037776947017,1.1915814876556396,0.9133602468504705,2.2738447564762816,0.8525739465189008,0.03828755798692107,38.28755798692108,8345.277539017903,0.07645885401137097,1.4098733742764702,0.07130254997173324,0.04467305401340127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,3,5,0.0,0.0,0.23726575888089274,0.0,0.0,0.0,1.3844092526190588,1.6552420055387609,0.8048598406519953,0.012523354727658642,12.523354727658642,211.29809471469585,0.8936546264118643,2.7455742424540155,0.35297093499684706,0.043636366084683686,0.27161688497290015,0.024013156013097614,1.0,0.0,4.453573572648849,4.453573572648849,4.453573226928711
CURRENT_STATE_PROJECTION,3,5,0.0,0.0,0.16178912955355254,0.0,0.0,0.5827617645263672,1.0031424088500283,2.045400558441524,0.7863265575017082,0.04662327454093784,46.62327454093784,13018.901359557678,0.32350220217241427,1.5482681967131207,7.010115596000105,0.05074820696609095,6.877666177926585,0.7687041321769357,7.0,6.0,19.746713904203634,0.0,1.403844952583313
POV_ENDPOINT_PROJECTION,3,5,1.0,0.0,-0.0011486266102482268,0.0,15.496290780735016,227.05902874469757,1.0951109142020972,19.596617302260547,7.417165612817984,75.3056266587035,75305.6266587035,21900379.428532552,1.6834938256843297,1.7667842172607564,6.340950923040509,0.049539153929799795,6.208778535015881,0.6832166920066811,7.0,3.0,22.88245211682751,2.105105451864529,6.819929122924805
PLAIN_FM,3,6,0.0,0.0,0.10720517945232022,0.0,0.09503777484893794,0.0,0.9236036260438636,2.2686403987095005,0.8646146314083094,0.03616816477282514,36.16816477282514,8913.541232790069,0.0886692732832983,1.4120422263553252,0.07121408800594509,0.044523089949507266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,3,6,0.0,0.0,0.23726575888089274,0.0,0.0,0.0,1.4173281169027927,1.135235215018217,0.6670694152158048,0.007893506974577136,7.893506974577136,171.16232012623914,0.5535790926372907,2.3327046891357144,0.3545185070252046,0.043569492001552135,0.2729974719695747,0.024065128935035318,1.0,0.0,2.682129231164013,2.682129231164013,2.682129383087158
CURRENT_STATE_PROJECTION,3,6,0.0,0.0,0.19360183025193697,0.0,0.0,1.090700626373291,1.126178703452946,1.8989837351478622,0.700825524754231,0.04902693289947657,49.02693289947658,13334.686645927053,0.3836716382087773,1.6663529874727268,6.235182926990092,0.0499839669209905,6.102996814006474,0.6777746828156523,7.0,5.0,25.871795837694222,0.0,1.7278156280517578
POV_ENDPOINT_PROJECTION,3,6,1.0,0.0,-0.11490811244752218,0.0,7.862356262016297,155.80799102783203,1.1744461759715905,16.411309049029068,9.068435436349546,50.259864730576695,50259.86473057669,14351032.660021586,1.6740067892408566,2.2743129153411727,7.035908573016059,0.04872399190207943,6.905535649100784,0.7771897479542531,7.0,4.0,21.327400420489692,3.9398987015551046,6.643791198730469
PLAIN_FM,3,7,0.0,0.0,0.09859138742247422,0.0,0.07179613571166987,1.3440680503845215,0.9059337484816671,2.2752610682437013,0.8348534867530691,0.0396509954319999,39.65099543199991,9304.642476370971,0.08262430478080357,1.4243977324306338,0.07099563902011141,0.04436851595528424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,3,7,0.0,0.0,0.20539005892062662,0.0,0.0,0.0,0.9221964090691949,1.1133802789860465,0.4346172574967284,0.0031605091433597465,3.1605091433597465,105.10110164432263,0.6067482789377883,2.0614418059791686,0.26257836900185794,0.043421940004918724,0.18110618798527867,0.015608265006449074,1.0,0.0,3.024819786607733,3.024819786607733,3.024819850921631
CURRENT_STATE_PROJECTION,3,7,0.0,0.0,0.17810203891341284,0.0,0.141739206123352,2.014799118041992,1.0725551243225462,2.2003011264284975,0.7038077730680934,0.05276372229753812,52.76372229753812,15171.125233128112,0.24040939792107333,1.4922934839952513,7.904707210022025,0.04977583698928356,7.7731573829078116,0.8497650685021654,7.0,7.0,17.27562682965053,0.0,1.1186341047286987
POV_ENDPOINT_PROJECTION,3,7,1.0,0.0,-0.07166968490067786,0.0,14.343659740352631,248.36326956748962,1.531576782482351,22.407348923253227,9.716835666646867,99.9524563153019,99952.45631530191,29876851.418050036,1.6977647005880825,2.461820697648134,7.28306380804861,0.050594111031387,7.147515113931149,0.8100711030419916,7.0,3.0,20.88214713670254,1.8909799473229711,6.866654396057129
PLAIN_FM,3,8,0.0,0.0,0.11658034755871524,0.0,0.15836294155120845,0.0,0.9351946490077432,2.302478456437022,0.9056876913936985,0.037150548249728965,37.15054824972897,8627.092602019306,0.10940531814596903,1.4265476253573586,0.07184537104330957,0.045143158931750804,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,3,8,0.0,0.0,0.22505893717652575,0.0,0.0,0.0,1.131135484538012,1.1396292887155357,0.4161534391340478,0.006579956930637398,6.579956930637398,152.62157676119713,0.6412131982033601,2.1636583911817557,0.2617260980186984,0.043833070958498865,0.1797096350346692,0.012963831017259508,1.0,0.0,3.120097168062479,3.120097168062479,3.1200971603393555
CURRENT_STATE_PROJECTION,3,8,0.0,0.0,0.24562615615726335,0.0,0.0,2.0557892322540283,1.1560530351854688,1.9206569751812348,0.6456065985517453,0.05080299876554406,50.80299876554406,14358.9720944707,0.44354449443345667,1.79836616021465,7.24613171099918,0.05076062504667789,7.113223932043184,0.792283374175895,7.0,6.0,21.39025185966851,0.0,1.905497431755066
POV_ENDPOINT_PROJECTION,3,8,1.0,0.0,-0.03957417658167694,0.0,11.779744487667084,217.31699973344803,1.3727010084865972,19.383559864358453,9.553460453989649,76.33556941093183,76335.56941093184,22948807.60900603,1.670597498860527,2.5679648239578037,5.735123316990212,0.04891742899781093,5.604232613928616,0.6203249261016026,7.0,2.0,24.71118763548406,3.68342953623403,6.613353252410889
PLAIN_FM,3,9,0.0,0.0,0.11802224575909864,0.0,0.13486023406982417,1.460791826248169,0.9449422676072591,2.2676653525639137,0.8550794446974774,0.035380139915994535,35.38013991599453,7968.015644310112,0.08695008772339809,1.4330156012183262,0.07100422697840258,0.044392955023795366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,3,9,0.0,0.0,0.23726575888089274,0.0,0.0,0.0,1.276286617642691,1.5639769772200187,0.663328886022206,0.01322829160824325,13.228291608243252,197.3990386247043,0.48075581486511343,2.0892729171150175,0.3517735700006597,0.043590244953520596,0.27024834998883307,0.022236219025216997,1.0,0.0,2.2051481846799112,2.2051481846799112,2.205148220062256
CURRENT_STATE_PROJECTION,3,9,0.0,0.0,0.25495282492759946,0.0,0.0,3.421206474304199,1.3094855748203529,1.905826397779719,0.6976599596840802,0.08445794088906666,84.45794088906666,26903.098561590614,0.5556210449960706,1.9707488524609091,6.452296720992308,0.049922200094442815,6.3202163561363705,0.6946678150561638,7.0,5.0,21.41630524209434,0.0,2.306396484375
POV_ENDPOINT_PROJECTION,3,9,1.0,0.0,-0.12082860013772256,0.0,11.41305755238533,185.9318432211876,1.2716652709391323,15.931393658995765,7.98025832047194,47.931628750455296,47931.628750455304,13914627.740697173,1.3866398789053198,2.050540692544498,4.968482213967945,0.04887378099374473,4.837556141894311,0.5219533291528933,7.0,1.0,22.783332084670782,2.1365650037433666,5.564234733581543
PLAIN_FM,3,10,0.0,0.0,0.09373816333156912,0.0,0.05904968242645259,0.7102084159851074,0.9096805528968193,2.3433807547848926,0.9113681337683515,0.041650679213128594,41.6506792131286,9924.377687397402,0.08314705351067961,1.4240513342320584,0.0711264880374074,0.04455127893015742,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,3,10,0.0,0.0,0.23726575888089274,0.0,0.0,0.0,1.5245381176611041,1.8360678241004795,0.9730458463617244,0.01734972819329622,17.349728193296226,275.8992874432126,1.0142986673802876,3.1968303195541354,0.35691454797051847,0.04386580997379497,0.27475946204504,0.02669544197851792,1.0,0.0,5.2674493574679335,5.2674493574679335,5.267449378967285
CURRENT_STATE_PROJECTION,3,10,0.0,0.0,0.2449595240312165,0.0,0.0,2.0855140686035156,1.0942144430175158,1.794869617045858,0.6026784620065486,0.043297902697112534,43.297902697112534,11772.92496880682,0.46956680222043723,1.8070075179144915,5.567297269997653,0.049672691035084426,5.435663639975246,0.5812992778373882,7.0,4.0,19.897036508055244,0.0,2.2431812286376953
POV_ENDPOINT_PROJECTION,3,10,0.0,0.0,0.05248593591051383,0.0,9.631003302001954,177.88578987121582,0.8761296130525409,16.13214808634055,8.36379114585538,47.09160163891072,47091.60163891071,14281833.50854177,1.316572119635795,1.0999321272825167,5.733747644000687,0.04878497601021081,5.602508435084019,0.620180640835315,7.0,0.0,25.67311089996744,5.506692159899021,5.362761974334717
PLAIN_FM,3,11,0.0,0.0,0.10551089680659514,0.0,0.057683543968200635,0.2728891372680664,0.9101096104472169,2.2725071459529564,0.8580999982626213,0.04500861545401347,45.008615454013466,12132.094268095207,0.1007183526410631,1.3961991736481614,0.07088208000641316,0.04428893094882369,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,3,11,0.0,0.0,0.23726575888089274,0.0,0.0,0.0,1.5073160283811171,1.8798123627386505,0.9171410776809215,0.013242803138845183,13.242803138845183,185.68837918921943,0.9966200892365933,2.9246948693960317,0.26239539397647604,0.04348480800399557,0.18087454902706668,0.015545152011327446,1.0,0.0,5.202729570607367,5.202729570607367,5.20272970199585
CURRENT_STATE_PROJECTION,3,11,0.0,0.0,0.24501328223890423,0.0,0.0,3.431553840637207,1.0826760198861385,1.705398238998603,0.5663660024556727,0.05860575672113555,58.60575672113555,17809.233323401582,0.5330629604851296,1.7935050864072233,5.85804115398787,0.04971326305530965,5.726512829016428,0.6209638564032502,7.0,5.0,21.218875815435652,0.0,2.5226306915283203
POV_ENDPOINT_PROJECTION,3,11,1.0,0.0,-0.015408748102166511,0.0,12.954188741874695,203.55774506926537,1.3759457427582005,20.012991310729827,8.689126910332408,83.05755634790961,83057.5563479096,26363736.58391428,1.7163096047836803,1.9859044055619608,6.3641596409725025,0.04887524899095297,6.2332295720116235,0.6916889682761393,7.0,3.0,17.807251251410815,1.1963750111561369,6.791257858276367
PLAIN_FM,3,12,0.0,0.0,0.1114027174882758,0.0,0.1129674480438232,0.21892309188842773,0.9305339127321893,2.27870924411857,0.8686581728812339,0.0342442199264692,34.244219926469206,7175.719287586179,0.07505843993137744,1.4364478131189815,0.0709001089562662,0.04434697196120396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,3,12,0.0,0.0,0.1583002042828373,0.0,0.0,0.0,0.8704854037194582,0.8880698448808679,0.4824144898470025,0.003492848695245243,3.492848695245243,211.31377949856756,0.7693232239338137,2.2848134174785395,0.16853522299788892,0.0435508590308018,0.08715929195750505,0.004294589045457542,1.0,0.0,3.869808764424962,3.869808764424962,3.8698086738586426
CURRENT_STATE_PROJECTION,3,12,0.0,0.0,0.24707102649339746,0.0,0.0,3.300185203552246,1.0964226700486133,1.7301268553104094,0.5763176438696599,0.07736314755119267,77.36314755119268,25054.315117127146,0.5876976018839161,1.7577694405235196,6.241748847998679,0.050031199119985104,6.10972218005918,0.6806261174497195,7.0,5.0,23.650834868857192,0.0,2.604252815246582
POV_ENDPOINT_PROJECTION,3,12,1.0,0.0,-0.019575582966761172,0.0,13.549481194877625,213.75507831573486,1.1776541937143574,17.54291132687127,8.3407400968346,60.231126516434685,60231.12651643469,17179478.759563744,1.4542868519650711,1.7974198103503098,5.616472996014636,0.048876527114771307,5.485630482027773,0.592590521206148,7.0,1.0,21.97608797966063,3.083967657287191,5.8724470138549805
PLAIN_FM,3,13,0.0,0.0,0.10963966463829497,0.0,0.11418040256500239,0.745929479598999,0.9124557525586215,2.2675854117831538,0.8359904240896475,0.04100700210200903,41.00700210200903,10466.58748000957,0.07377936679749839,1.4191645811112208,0.07129615999292582,0.04456730798119679,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,3,13,0.0,0.0,0.23726575888089274,0.0,0.0,0.0,1.5691979021225178,1.5919863614108212,1.0032273597620724,0.012006821525255167,12.006821525255166,196.83845253597596,0.6074773657477966,2.4551313141323905,0.3520428950432688,0.04344931594096124,0.27066912601003423,0.02256379707250744,1.0,0.0,2.8705096952917315,2.8705096952917315,2.8705098628997803
CURRENT_STATE_PROJECTION,3,13,0.0,0.0,0.2546188136821022,0.0,0.24763341407775874,4.92732048034668,1.2868177772365914,2.051215470274147,0.7124894115586328,0.142238858622723,142.238858622723,48586.34501089991,0.600267140100425,1.984864402062737,7.595455889008008,0.05039034102810547,7.4621823789784685,0.8448677297565155,7.0,6.0,19.63736417436008,0.0,2.7646028995513916
POV_ENDPOINT_PROJECTION,3,13,1.0,0.0,-0.11537093779932205,0.0,9.884103662109375,198.10814380645752,1.401985940932226,19.169211001903715,8.648798651012084,70.920113589328,70920.113589328,22412960.980514914,1.5045680854567787,2.103434013215766,6.208216222003102,0.0488371339160949,6.077097333967686,0.674917206808459,7.0,4.0,18.69356507278651,1.548642318241914,6.091227054595947
PLAIN_FM,3,14,0.0,0.0,0.10604030453536731,0.0,0.11108930568695063,1.7453086376190186,0.9119593970485486,2.2863296596332114,0.8699926171787646,0.039236010903006324,39.23601090300633,8849.234378179459,0.07840370220655277,1.415726668852447,0.07177057099761441,0.04474390298128128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,3,14,0.0,0.0,0.18263228083752123,0.0,0.0,0.0,0.958877035911034,1.5328258673233977,0.6981490056049524,0.0057167809634854905,5.7167809634854905,166.46426888549115,0.6550221346666353,2.241897714845282,0.2633345979847945,0.04377336404286325,0.18114003696246073,0.015553642006125301,1.0,0.0,3.3809887423382214,3.3809887423382214,3.380988597869873
CURRENT_STATE_PROJECTION,3,14,0.0,0.0,0.1910147359249574,0.0,0.0,3.409738540649414,1.2092813511634604,1.9947040837194072,0.8080923602462635,0.08183988945648712,81.83988945648713,23803.540123093204,0.3865141271548157,1.737776901059911,7.057796270994004,0.04978756798664108,6.926003625034355,0.7714067588094622,7.0,5.0,23.24736916166241,0.0,1.7349756956100464
POV_ENDPOINT_PROJECTION,3,14,1.0,0.0,-0.05072665711652467,0.0,9.532097738647462,196.8900752067566,1.1821348849595155,16.330850670745754,8.786278698053126,51.840788762679495,51840.7887626795,15706886.367033387,1.5147691500322977,2.0270590117924994,4.859818192955572,0.04870511114131659,4.729064695071429,0.5080396371195093,7.0,1.0,26.326933928271657,4.091349795433251,6.063995838165283
PLAIN_FM,3,15,0.0,0.0,0.10215726732500346,0.0,0.0758277938842773,0.8844208717346191,0.9001318672385981,2.3019165439025318,0.8784354121923331,0.04504887196440377,45.048871964403766,11084.87255635271,0.07322230058201705,1.404435212742432,0.07161127601284534,0.044722591002937406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,3,15,0.0,0.0,0.2270858884359241,0.0,0.0,0.0,0.9988601712899058,1.2929975641543507,0.5417714079028295,0.0036244285564350776,3.6244285564350776,88.38070389742825,0.604210510670937,2.097548481467422,0.26297781395260245,0.04377172497333959,0.18082075502024963,0.015567941998597234,1.0,0.0,2.966444627279927,2.966444627279927,2.966444492340088
CURRENT_STATE_PROJECTION,3,15,0.0,0.0,0.23886664512340092,0.0,0.0,1.4264535903930664,1.0699624003113937,1.8222181813508642,0.6027759208232825,0.041788185360825736,41.788185360825736,11111.741687471267,0.4434696184636562,1.808179100149803,5.4763644189806655,0.04959327896358445,5.344578314921819,0.5781070421217009,7.0,4.0,22.794559272155468,0.0,1.9916852712631226
POV_ENDPOINT_PROJECTION,3,15,1.0,0.0,-0.10940305808417111,0.0,10.187131621074677,197.73427069187164,1.0556953827123927,20.001890645410967,9.452211968677178,78.07758571565883,78077.58571565883,23421357.516516462,1.4397849382674754,1.9881344502775484,6.954687315039337,0.04902964096982032,6.823157895065378,0.7770441598258913,7.0,4.0,23.330907165680205,3.1028733657903884,5.862067222595215
PLAIN_FM,3,16,0.0,0.0,0.11883796038773767,0.0,0.1983326242446899,1.7368149757385254,0.9508287732575146,2.2791504214843457,0.8672684136998519,0.043407537894013304,43.4075378940133,10512.601713099066,0.07346486647959916,1.4622626597061625,0.07183304103091359,0.044733280956279486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,3,16,0.0,0.0,0.23726575888089274,0.0,0.0,0.0,1.444101738168072,1.2361054816959198,0.7223168106834957,0.008563248024374026,8.563248024374026,148.86249983474542,0.7018533577887847,2.4904239892063837,0.4452848930377513,0.04381764499703422,0.36304160399595276,0.031345167953986675,1.0,0.0,3.3544288162294293,3.3544288162294293,3.354429006576538
CURRENT_STATE_PROJECTION,3,16,0.0,0.0,0.2525209179867137,0.0,0.17054017047882075,4.6078455448150635,1.2567112947411294,2.1191827198831006,0.731089204334443,0.13043418494897896,130.43418494897895,40697.608468992286,0.5526609284561519,2.02098927639265,7.209812075016089,0.05045417003566399,7.076606163056567,0.7845696080476046,7.0,6.0,21.939626854928107,0.0,2.5081074237823486
POV_ENDPOINT_PROJECTION,3,16,1.0,0.0,-0.06794732596090568,0.0,11.296297997713088,212.82687306404114,1.5171734559023224,20.027900338003437,8.819636723938846,77.61307979101917,77613.07979101919,24671548.595337577,1.6047532874160824,2.4934263279955315,6.476241652970202,0.04853315494256094,6.346127965953201,0.7015963988378644,7.0,3.0,24.731918799848284,2.788569395714243,6.505658149719238
PLAIN_FM,3,17,0.0,0.0,0.09376863793523463,0.0,0.08770163516998286,0.7152986526489258,0.8907089311977537,2.3504183419609648,0.9044231730475888,0.03898940587398014,38.98940587398015,8917.486050353695,0.1133673173763563,1.4080497158942362,0.07103205798193812,0.044339368934743106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,3,17,0.0,0.0,0.18683793283425845,0.0,0.0,0.0,1.277334930625364,1.8351165820470146,0.5908320747741823,0.007583364347507698,7.583364347507699,165.33155645456768,0.6099969825997762,2.2537892172394716,0.26233604800654575,0.04334436100907624,0.18111412704456598,0.015959163079969585,1.0,0.0,3.0035629621969617,3.0035629621969617,3.0035629272460938
CURRENT_STATE_PROJECTION,3,17,0.0,0.0,0.24540387239581007,0.0,0.0,2.5853466987609863,1.1064672253701446,1.7984333972647437,0.6084878929743753,0.045985235453670725,45.985235453670725,12795.500866044305,0.47797546801439583,1.8190868754620708,6.273378954036161,0.04993722296785563,6.141685354930814,0.6708675593254156,7.0,5.0,23.3932989015645,0.0,2.415417432785034
POV_ENDPOINT_PROJECTION,3,17,0.0,0.0,0.001087114579222767,0.0,10.34537428665161,190.3152358531952,1.319100226092657,17.813917313685295,8.368954233212913,66.26019000058304,66260.19000058304,20348987.742091224,1.603848731490166,2.279761500231627,6.007777856022585,0.049134681990835816,5.876751828065608,0.6459353480022401,7.0,2.0,23.381840769800938,3.1934250970393,6.286017894744873
PLAIN_FM,3,18,0.0,0.0,0.11059615937426334,0.0,0.16378398399353022,0.6184172630310059,0.931305517224047,2.273095175249484,0.8681331662431666,0.051032695980132825,51.03269598013283,14144.425165856368,0.08516472909381893,1.4335769597140502,0.07100580597762018,0.04438557010143995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINAL_PROJECTION,3,18,0.0,0.0,0.23726575888089274,0.0,0.0,0.0,1.5884298283592961,1.6545706385148915,1.02163743030722,0.013022356194112739,13.02235619411274,219.29600732049082,0.8749985081833054,2.8959613441545944,0.3529454930103384,0.04341305192792788,0.2716482419637032,0.02377938898280263,1.0,0.0,4.369426680933333,4.369426680933333,4.369426727294922
CURRENT_STATE_PROJECTION,3,18,0.0,0.0,0.24775161161032533,0.0,0.08229251365661616,2.6810061931610107,1.2940970172217172,1.9665180145914476,0.7304935678620894,0.070050481884949,70.05048188494901,20215.5440988812,0.4972827798280917,1.9764501353094945,6.284109833010007,0.04968055506469682,6.152960622974206,0.6751327290548943,7.0,5.0,25.829407508652267,0.0,2.286684989929199
POV_ENDPOINT_PROJECTION,3,18,1.0,0.0,-0.07038269850668549,0.0,13.836704202127457,253.63941460847855,1.4153386814306133,17.534577984581855,8.355118095244443,59.73979454660716,59739.794546607176,18519734.679695636,1.6984152973688507,2.3039627403840868,5.911845417984296,0.04854824207723141,5.781644535949454,0.6486605871468782,7.0,2.0,21.531443856032595,3.6773145499055144,6.70681619644165
PLAIN_FM,3,19,0.0,0.0,0.09286393311005442,0.0,0.15216346244812007,0.73883056640625,0.8838358721850941,2.319786224231514,0.9243478755626304,0.0395353240580163,39.5353240580163,9360.827602241017,0.09292580760565589,1.3860371684482646,0.07130018301540986,0.04445348703302443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
