method,task_id,seed,collision,success,min_clearance,joint_limit_violation,velocity_violation,acceleration_violation,terminal_goal_error,joint_path_length,ee_path_length,smoothness,acceleration_cost,jerk_cost,reference_distance,terminal_joint_error,planning_latency_sec,fm_latency_sec,projection_latency_sec,projection_solver_latency_sec,projection_calls,failed_projection_solves,projection_correction_sum,trajectory_distortion_vs_plain,projection_failure_rate,trigger_fraction,zero_projection_trajectory
POV_L05_ADAPTIVE_NO_LAST,0,10,0.0,0.0,0.04162154466018804,0.0,0.2713121589660643,2.067131996154785,0.45346327813182674,3.0271641495454635,0.8628589180613399,0.05018542165298312,50.185421652983116,11445.125627290498,0.12693344533061396,1.4205887408177977,1.419293983024545,0.048222199897281826,1.297429891943466,0.13839260512031615,6.0,0.0,24.488043958400574,0.6151778697967529,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,0,11,0.0,0.0,0.059694819434186294,0.0,0.3738437708854674,1.9684386253356934,0.49134518816207445,2.9750408941429143,0.8722952341848043,0.07345745075756849,73.45745075756848,17987.35942087013,0.1368436320306792,1.5989944961442286,1.5169989720452577,0.04846017505042255,1.3946898819995113,0.15008551790378988,6.0,0.0,18.8997452745309,0.5222041606903076,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,0,12,0.0,0.0,0.044556529631313596,0.0,0.30900516774654374,1.1879158020019531,0.434877481267187,3.0411489938659053,0.8462042307816207,0.050223429896152326,50.223429896152325,11742.713165556685,0.13592614523809743,1.398002673934701,1.6974807709921151,0.04827567009488121,1.575905138044618,0.17018667102092877,6.0,0.0,23.05379513169035,0.5371662974357605,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,0,13,0.0,0.0,0.05575960966157885,0.0,0.12462617125511155,1.3064038753509521,0.45693753399839454,3.0028945492085777,0.876811118511224,0.06497043624566823,64.97043624566822,15319.077051809702,0.14354429156987575,1.5257785909175678,1.970917916041799,0.04803795303450897,1.8498834460624494,0.20014644303591922,6.0,0.0,20.213508402388968,0.6568458080291748,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,0,14,0.0,0.0,0.061424992171814116,0.0,0.2751295384407042,0.3212881088256836,0.4423990948296474,3.078652844725082,0.8587178592117005,0.0437442057165196,43.7442057165196,9410.776414380349,0.12901887911252968,1.4588066352783526,1.2313949160161428,0.0478724620770663,1.1106368219479918,0.12058244692161679,6.0,0.0,17.26301788097978,0.3848969340324402,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,0,15,0.0,0.0,0.057655811227510914,0.0,0.3298281249046324,4.903347492218018,0.45885025109329775,3.0168133411567033,0.8600258621570188,0.07221627231580674,72.21627231580673,17215.13535425036,0.15078090267811106,1.5166209773283108,1.3254987000254914,0.048093274992424995,1.2042286269715987,0.13038207188947126,6.0,0.0,24.180238315201635,0.8158131241798401,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,0,16,0.0,0.0,0.051317339765067374,0.0,0.2843622979164122,0.2235126495361328,0.4234796277808528,3.110266982791012,0.8685669662014494,0.055966885037669376,55.966885037669385,12994.507608113796,0.145551927368416,1.414580324741393,1.3298979239771143,0.04996874392963946,1.2050864169141278,0.13213241094490513,6.0,0.0,19.61064149558904,0.5419869422912598,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,0,17,0.0,0.0,0.05360035545167291,0.0,0.3297482546806334,2.0807844400405884,0.4520270033394688,2.985600063712689,0.8232077640354963,0.04831289919232751,48.31289919232751,10114.552984637392,0.1363838453845309,1.5060166610635866,1.60279996402096,0.050695693120360374,1.4792021199828014,0.15530946193030104,6.0,0.0,21.352910785288998,0.49465271830558777,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,0,18,0.0,0.0,0.05977193800490087,0.0,0.12191222276687608,1.166684627532959,0.44992025133691776,3.0284482502712984,0.8747682235225674,0.060811386361771934,60.81138636177193,15305.766238626844,0.13848944187512857,1.556188687895333,1.513515272992663,0.05062741006258875,1.3899144880124368,0.14974241703748703,6.0,0.0,22.495239937102518,0.6402709484100342,0.0,0.8571428571428571,0.0
POV_L05_ADAPTIVE_NO_LAST,0,19,0.0,0.0,0.055657063145361785,0.0,0.1388821121692656,4.298664331436157,0.46629176705873115,3.0299114483157545,0.8428834092201499,0.062255369904781054,62.25536990478106,12630.180843178965,0.15300235543319507,1.473241124253877,1.6106066249776632,0.049140091985464096,1.4880158249288797,0.1588118740473874,6.0,0.0,21.182692694361375,0.6389355659484863,0.0,0.8571428571428571,0.0
