method,task_id,seed,collision,success,min_clearance,joint_limit_violation,velocity_violation,acceleration_violation,terminal_goal_error,joint_path_length,ee_path_length,smoothness,acceleration_cost,jerk_cost,reference_distance,terminal_joint_error,planning_latency_sec,fm_latency_sec,projection_latency_sec,projection_solver_latency_sec,projection_calls,failed_projection_solves,projection_correction_sum,trajectory_distortion_vs_plain,projection_failure_rate
YFLOW_MAIN_PORT,0,8,0.0,0.0,0.04184802768396252,0.0,0.0,0.0,0.4297147051834336,2.50279299958632,0.7665654870799924,0.027248790258962347,27.248790258962345,481.73402768210553,0.32462510340527917,1.8921862335073347,0.5563552390085533,0.04530046897707507,0.46015024092048407,0.049569875991437584,3.0,0.0,4.46631194877496,1.6901698112487793,0.0
GOAL_AWARE_FINAL_PROJECTION,0,8,0.0,0.0,0.043319077611985474,1.1642945185741382e-07,0.004154400634765576,0.0,0.33089888529678346,2.655174902684147,0.8998526654381523,0.0490220714585865,49.02207145858651,1042.3379635553176,0.5492742844461409,1.8036444407258088,0.26412455399986356,0.04366257897345349,0.1828985899919644,0.019059345009736717,1.0,0.0,2.734421889796173,2.734421968460083,0.0
PLAIN_FM,0,9,0.0,0.0,0.07364178948492252,0.0,0.265439536833763,2.3151707649230957,0.43765586741901186,3.256729275238188,0.8856193737404882,0.046621832619168274,46.62183261916827,9462.503938171189,0.19171428829971937,1.3980998517975012,0.07026802195468917,0.04387491301167756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POV_L05_ALWAYS,0,9,0.0,0.0,0.048381895919814885,0.0,0.0,0.0936579704284668,0.42075391345936664,2.557878520256144,0.8108207634414345,0.024542745095433416,24.542745095433418,2627.6847589131457,0.33189438482762634,1.8991091718901107,1.425314103020355,0.047456954955123365,1.2965806050342508,0.1413838770822622,7.0,0.0,27.605235602071712,1.9179649353027344,0.0
YFLOW_MAIN_PORT,0,9,0.0,0.0,0.03462297830601066,0.0,0.0,0.0,0.4002942838638704,2.4679292576458636,0.7894446731707992,0.027377869347760198,27.377869347760203,502.85144533545764,0.34683923464956057,1.8767510756765593,0.5589260649867356,0.04533685295609757,0.462727515026927,0.05141747195739299,3.0,0.0,5.565381183175985,1.9505620002746582,0.0
GOAL_AWARE_FINAL_PROJECTION,0,9,0.0,0.0,0.05750232141334448,0.0,0.0,0.0,0.4456852016826996,2.4338824416036235,0.8519666291582999,0.02720525645481897,27.205256454818972,484.66070613109036,0.4857158886758162,2.2020636374110816,0.17425197397824377,0.04356237588217482,0.0932567449635826,0.01059266400989145,1.0,0.0,2.605084983536486,2.6050851345062256,0.0
PLAIN_FM,0,10,0.0,0.0,0.05368686935653379,0.0,0.29797719087600694,1.0349345207214355,0.4259373115424244,3.2093802357701513,0.9072455304795978,0.03842669061557924,38.42669061557925,7829.268188754758,0.16294654301049677,1.3296472575301659,0.07000642496859655,0.04374912101775408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POV_L05_ALWAYS,0,10,0.0,0.0,0.03091878010731934,0.0,0.0,0.0,0.4329561527236314,2.7056748099006027,0.8090745823114214,0.025312017318703917,25.312017318703916,2854.7209277996867,0.29055892773444836,1.7273730677750376,1.5110841050045565,0.047456793021410704,1.3825757909798995,0.1481681659934111,7.0,0.0,26.626089125342222,1.5905556678771973,0.0
YFLOW_MAIN_PORT,0,10,0.0,0.0,0.033525964260055344,0.0,0.0,0.0,0.4045261200584754,2.587184279479252,0.8078383172063527,0.03246304092486343,32.46304092486343,594.7567365927036,0.3258216672714169,1.779243941306842,0.6509267200017348,0.04536529100732878,0.5546348599600606,0.060456339037045836,3.0,0.0,4.419846776035849,1.6444255113601685,0.0
GOAL_AWARE_FINAL_PROJECTION,0,10,0.0,0.0,0.048136884772202446,0.0,0.0,0.0,0.4423355590115047,2.598574589783287,0.850993011032253,0.03469101959094256,34.69101959094257,635.3860023898277,0.5066935583251314,2.140631746256459,0.174393808003515,0.043680528877303004,0.09307432000059634,0.010567213001195341,1.0,0.0,2.6301356364595896,2.6301355361938477,0.0
