method,task_id,seed,collision,success,min_clearance,joint_limit_violation,velocity_violation,acceleration_violation,terminal_goal_error,joint_path_length,ee_path_length,smoothness,acceleration_cost,jerk_cost,reference_distance,terminal_joint_error,planning_latency_sec,fm_latency_sec,projection_latency_sec,projection_solver_latency_sec,projection_calls,failed_projection_solves,projection_correction_sum,optimizer_latency_sec,trajectory_distortion_vs_plain,projection_failure_rate
L1_NO_REPLACE,3,11,1.0,0.0,-0.030710764805817466,0.0,0.005786579513549661,0.0,0.517285657598166,1.8631593352082454,0.8304053508736482,0.02633788003358717,26.33788003358717,667.443892726638,0.26774260249605975,1.221409788208762,0.49302888702368364,0.04536135698435828,0.36969968903576955,0.04183038498740643,3.0,0.0,4.005353739771713,0.36969968903576955,1.2510055303573608,0.0
L05_REPLACE,3,11,1.0,0.0,-0.035827585394967415,0.0,0.0,0.0,0.515852083164416,1.8658968328604686,0.839644076218955,0.02543494852996453,25.43494852996453,613.018914589869,0.2624939465439141,1.226243618846884,0.5008237120346166,0.04573668510420248,0.3757736360421404,0.04377658694284037,3.0,0.0,4.569120546758111,0.3757736360421404,1.2253776788711548,0.0
L05_NO_REPLACE,3,11,0.0,0.0,0.10016297131603258,0.0,0.0,0.0,0.7197091813832512,1.9695026874632982,0.7715920887501321,0.02083770450076372,20.83770450076372,2979.031680837441,0.16687900679769666,1.2707459728316517,0.49430176097666845,0.045607881096657366,0.37009069899795577,0.04181067505851388,3.0,0.0,4.569120546758111,0.37009069899795577,0.6708316206932068,0.0
PLAIN_FM,3,12,0.0,0.0,0.1114027174882758,0.0,0.1129674480438232,0.21892309188842773,0.9305339127321893,2.27870924411857,0.8686581728812339,0.0342442199264692,34.244219926469206,7175.719287586179,0.07505843993137744,1.4364478131189815,0.0694906489807181,0.04383243003394455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,3,12,1.0,0.0,-0.028713365219037792,0.0,0.0,0.0,0.5249683519181761,1.8313376993674289,0.8328538597755833,0.024128005097346694,24.128005097346694,573.2523346202889,0.2577533503321439,1.2402368256617042,0.4029319090186618,0.04456252802629024,0.2799447280121967,0.031787732033990324,3.0,0.0,3.9683080883226562,0.2799447280121967,1.2708699703216553,0.0
L1_NO_REPLACE,3,12,1.0,0.0,-0.028964415454286324,0.0,0.0,0.0,0.5249310140186266,1.8251509438791664,0.8324925738264224,0.02376734600116137,23.76734600116137,575.5581603020587,0.2589097059674095,1.2412659919667364,0.40449394000461325,0.04608955705771223,0.2797523829503916,0.03171092097181827,3.0,0.0,3.96877254629678,0.2797523829503916,1.2745306491851807,0.0
L05_REPLACE,3,12,1.0,0.0,-0.033273760221859655,0.0,0.0,0.0,0.5221630006428871,1.862084762871482,0.8473126936572057,0.024984494365830168,24.98449436583017,587.3674791527118,0.2541089774967872,1.2334376436939538,0.40301959100179374,0.04536230809753761,0.2790286249946803,0.03180927399080247,3.0,0.0,4.082394048686807,0.2790286249946803,1.2453579902648926,0.0
L05_NO_REPLACE,3,12,0.0,0.0,0.10473290891854656,0.0,0.0,0.0,0.727226817761845,1.9935658626917427,0.7937163839916853,0.018927347432414088,18.927347432414088,1843.842267420115,0.15233516653002374,1.2887405893206918,0.40406100801192224,0.04603767493972555,0.2797106020152569,0.031640349014196545,3.0,0.0,4.082394048686807,0.2797106020152569,0.6720879077911377,0.0
PLAIN_FM,3,13,0.0,0.0,0.10963966463829497,0.0,0.11418040256500239,0.745929479598999,0.9124557525586215,2.2675854117831538,0.8359904240896475,0.04100700210200903,41.00700210200903,10466.58748000957,0.07377936679749839,1.4191645811112208,0.0696060320478864,0.04386851895833388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,3,13,1.0,0.0,-0.027549539345525648,0.0,0.0,0.0,0.5159278872016458,1.7477793487303925,0.8080579783552593,0.021866682433930862,21.866682433930862,521.610571809017,0.27085404362222765,1.307246731288009,0.4935227300156839,0.044614208047278225,0.37070544611196965,0.041598669020459056,3.0,0.0,4.971629768653919,0.37070544611196965,1.299096703529358,0.0
L1_NO_REPLACE,3,13,1.0,0.0,-0.026778153341348615,0.0,0.0,0.0,0.5206486289859424,1.8329926652076083,0.8266806719578836,0.025369857622909997,25.36985762291,609.5504721257861,0.260422379204363,1.2647615388407292,0.493580031034071,0.04526370484381914,0.36995395499980077,0.04171237099217251,3.0,0.0,4.079208537213425,0.36995395499980077,1.240063190460205,0.0
L05_REPLACE,3,13,1.0,0.0,-0.033601965930466625,0.0,0.0,0.0,0.5177601842884146,1.8790518256468547,0.8459480445698887,0.02698068848125068,26.98068848125068,665.9530295645587,0.2553309632060248,1.2499921107205019,0.49531208601547405,0.045309434994123876,0.371663769998122,0.04184213402913883,3.0,0.0,4.135454669404481,0.371663769998122,1.210442304611206,0.0
L05_NO_REPLACE,3,13,0.0,0.0,0.09959300898991122,0.0,0.0,0.0,0.7172846137735016,1.9860178221598086,0.7742219284528499,0.021110859645434132,21.110859645434132,2792.880732058123,0.1570380431587204,1.290024709747791,0.49360239098314196,0.045427449920680374,0.36994661402422935,0.041688492987304926,3.0,0.0,4.135454669404481,0.36994661402422935,0.6521252393722534,0.0
PLAIN_FM,3,14,0.0,0.0,0.10604030453536731,0.0,0.11108930568695063,1.7453086376190186,0.9119593970485486,2.2863296596332114,0.8699926171787646,0.039236010903006324,39.23601090300633,8849.234378179459,0.07840370220655277,1.415726668852447,0.06936848600162193,0.043762896908447146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,3,14,1.0,0.0,-0.027018565852168108,0.0,0.0,0.0,0.523594070658798,1.6747524154879387,0.7810657393895127,0.01597908710203466,15.979087102034663,391.26048779403175,0.3016794283541215,1.28893995122166,0.4006680879974738,0.04448541591409594,0.27794447605265304,0.03146532195387408,3.0,0.0,4.252134877437948,0.27794447605265304,1.372992992401123,0.0
L1_NO_REPLACE,3,14,1.0,0.0,-0.02680369176749406,0.0,0.0,0.0,0.5245281257514549,1.6711733690967374,0.7708501812445108,0.015823663832849277,15.823663832849277,383.4951360403238,0.3038897451882397,1.2876132965696547,0.40126088401302695,0.045585612941067666,0.2777653310331516,0.03144843294285238,3.0,0.0,4.226507248218633,0.2777653310331516,1.3808552026748657,0.0
L05_REPLACE,3,14,1.0,0.0,-0.03032825180092532,0.0,0.0,0.0,0.5233814256737869,1.6847498053703946,0.763705053813716,0.015849728305227906,15.849728305227906,388.2762290988495,0.30394974614332093,1.2890555958994936,0.40156760200625286,0.045445009076502174,0.2781459399848245,0.03147758397972211,3.0,0.0,4.411298517245854,0.2781459399848245,1.3734359741210938,0.0
L05_NO_REPLACE,3,14,0.0,0.0,0.10513651407878846,0.0,0.0,0.0,0.7211792741436278,1.906461435645609,0.7434977602173168,0.016158478919187758,16.158478919187758,2033.5636413769896,0.17877988608195505,1.3036546308421926,0.40113408997422084,0.045269216992892325,0.2778009609901346,0.03147868299856782,3.0,0.0,4.411298517245854,0.2778009609901346,0.7416784167289734,0.0
PLAIN_FM,3,15,0.0,0.0,0.10215726732500346,0.0,0.0758277938842773,0.8844208717346191,0.9001318672385981,2.3019165439025318,0.8784354121923331,0.04504887196440377,45.048871964403766,11084.87255635271,0.07322230058201705,1.404435212742432,0.06921746098669246,0.043629852996673435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,3,15,1.0,0.0,-0.03931188795252118,0.0,0.0,0.0,0.51259656508737,1.795004117571824,0.8503236526525478,0.023154277286583813,23.154277286583813,530.7199939474039,0.2638574703249099,1.2978768242005336,0.5855083970236592,0.044662289845291525,0.46262319904053584,0.05178425699705258,3.0,0.0,4.580914251994363,0.46262319904053584,1.296047329902649,0.0
L1_NO_REPLACE,3,15,1.0,0.0,-0.041927913100802586,0.0,0.0,0.0,0.5080522565094026,1.8354346356154003,0.8545270804102078,0.026168342967963554,26.168342967963554,630.4419170209741,0.2579316218662773,1.2668684355789028,0.6769118490046822,0.045562673010863364,0.5530879579600878,0.0605816759634763,3.0,0.0,4.101365475126138,0.5530879579600878,1.2931889295578003,0.0
L05_REPLACE,3,15,1.0,0.0,-0.03912666845578629,0.0,0.0,0.0,0.514751332046336,1.8063883473917826,0.8418925642982836,0.02170489549382726,21.70489549382726,493.5751634069341,0.2610792621664279,1.2547210286548305,0.6758986019995064,0.04550122300861403,0.5522353839478455,0.058491529896855354,3.0,0.0,4.107256396437398,0.5522353839478455,1.2642813920974731,0.0
L05_NO_REPLACE,3,15,0.0,0.0,0.10443838925561165,0.0,0.0,0.0,0.7122998301754422,1.9759975195644526,0.7908524378887926,0.02043801415578983,20.43801415578983,2999.5969927782085,0.15178069606927028,1.2861395718533775,0.674453234008979,0.04557933402247727,0.5508915500249714,0.058517152967397124,3.0,0.0,4.107256396437398,0.5508915500249714,0.6734108924865723,0.0
PLAIN_FM,3,16,0.0,0.0,0.11883796038773767,0.0,0.1983326242446899,1.7368149757385254,0.9508287732575146,2.2791504214843457,0.8672684136998519,0.043407537894013304,43.4075378940133,10512.601713099066,0.07346486647959916,1.4622626597061625,0.0692646829993464,0.043712593091186136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,3,16,1.0,0.0,-0.02434195870387787,0.0,0.0056190904617308135,0.0,0.5218901911047621,1.649836309675634,0.7779171147602348,0.01459144763814102,14.59144763814102,336.33976750255806,0.30414591425373394,1.2841015195300787,0.4905212090234272,0.04450946598080918,0.36805423302575946,0.03956755599938333,3.0,0.0,4.994107203280145,0.36805423302575946,1.44216787815094,0.0
L1_NO_REPLACE,3,16,1.0,0.0,-0.028870218283275125,0.0,0.0,0.0,0.5201486908732381,1.646219742249741,0.7691480753852331,0.013706321718559344,13.706321718559344,331.3713397089301,0.3094081855137538,1.2724706026074086,0.584360896027647,0.04563358402810991,0.46051335404627025,0.04934606305323541,3.0,0.0,4.841960659854296,0.46051335404627025,1.446029543876648,0.0
L05_REPLACE,3,16,1.0,0.0,-0.03293557534257503,0.0,0.0,0.0,0.5212062833612244,1.7401068189715334,0.832728475388439,0.017591407220061805,17.591407220061807,398.4721956117321,0.27828493061709114,1.265094849915321,0.5829713380080648,0.04552844219142571,0.45931445294991136,0.048326394986361265,3.0,0.0,4.8590363907748175,0.45931445294991136,1.332460880279541,0.0
L05_NO_REPLACE,3,16,0.0,0.0,0.10719433511506093,0.0,0.0,0.0,0.7392045815472049,1.9275271283043836,0.76440364116929,0.017923204336797838,17.923204336797838,2445.539794380735,0.16212697929138625,1.3168465722548195,0.5830844310112298,0.045746246993076056,0.45887225889600813,0.04825096298009157,3.0,0.0,4.859036390747604,0.45887225889600813,0.71285080909729,0.0
PLAIN_FM,3,17,0.0,0.0,0.09376863793523463,0.0,0.08770163516998286,0.7152986526489258,0.8907089311977537,2.3504183419609648,0.9044231730475888,0.03898940587398014,38.98940587398015,8917.486050353695,0.1133673173763563,1.4080497158942362,0.06944401800865307,0.04373054299503565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,3,17,1.0,0.0,-0.02852257608126396,0.0,0.0,0.0,0.5285698599541458,1.7612324426175983,0.8129851360229545,0.01792130221414734,17.921302214147342,396.93990895903755,0.3021050691902504,1.2655143116293304,0.5829634279944003,0.04467016103444621,0.46010498102987185,0.0494234639336355,3.0,0.0,4.253616965907688,0.46010498102987185,1.3427791595458984,0.0
L1_NO_REPLACE,3,17,1.0,0.0,-0.030106997972848132,0.0,0.0,0.0,0.5253932260558075,1.7751167861828645,0.8246776471793076,0.018835797974810164,18.835797974810163,424.29131936743136,0.2979654640950414,1.2600029314814394,0.5864591299905442,0.04546150000533089,0.4627109100110829,0.05074066697852686,3.0,0.0,4.283751172755795,0.4627109100110829,1.3322726488113403,0.0
L05_REPLACE,3,17,1.0,0.0,-0.036157296279534935,0.0,0.0,0.0,0.5293449314012935,1.8520890850136447,0.8539763213143423,0.020794182610750944,20.794182610750944,440.7612478131817,0.28082527574980154,1.2296623384448881,0.49392630701186135,0.045399589056614786,0.3707115330034867,0.041605727979913354,3.0,0.0,4.217353609561623,0.3707115330034867,1.2367517948150635,0.0
L05_NO_REPLACE,3,17,0.0,0.0,0.09776473392739897,0.0,0.0,0.0,0.7148039231807298,2.026877601751422,0.809000948516693,0.018356816834375067,18.356816834375067,2250.597412832889,0.17886577534457743,1.2774069154594596,0.4991330140037462,0.045895240968093276,0.3748329500085674,0.04318975901696831,3.0,0.0,4.217353609561623,0.3748329500085674,0.6658332347869873,0.0
PLAIN_FM,3,18,0.0,0.0,0.11059615937426334,0.0,0.16378398399353022,0.6184172630310059,0.931305517224047,2.273095175249484,0.8681331662431666,0.051032695980132825,51.03269598013283,14144.425165856368,0.08516472909381893,1.4335769597140502,0.07001535297604278,0.04418382706353441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,3,18,1.0,0.0,-0.03212830246669127,0.0,0.0,0.0,0.5138736746476255,1.6515231989202155,0.7538871672640245,0.015143696719094102,15.143696719094102,343.2898221228165,0.30344590624507944,1.2266666536046664,0.6820701410179026,0.04484084201976657,0.5585378689575009,0.0625342259882018,3.0,0.0,5.125596843935568,0.5585378689575009,1.4403644800186157,0.0
L1_NO_REPLACE,3,18,1.0,0.0,-0.030228494805952265,0.0,0.0,0.0,0.519418465236834,1.659033119950922,0.761691417260458,0.015441154328292406,15.441154328292408,339.9308674747026,0.3018461737933251,1.236246745621636,0.676463894022163,0.0453608279931359,0.5519064150284976,0.0624566639889963,3.0,0.0,4.840778953255484,0.5519064150284976,1.4066120386123657,0.0
L05_REPLACE,3,18,1.0,0.0,-0.03743936171748862,0.0,0.0,0.0,0.5215436239599688,1.6330647753641652,0.7178111798204806,0.011587714328930687,11.587714328930687,269.1390198357623,0.3233022043224234,1.2853893816083082,0.6792721070232801,0.04635893309023231,0.5553533740458079,0.06460320006590337,3.0,0.0,4.678057267261943,0.5553533740458079,1.4621431827545166,0.0
L05_NO_REPLACE,3,18,0.0,0.0,0.10747499710124549,0.0,0.0,0.0,0.7287064078804976,1.877334992552058,0.7074628452698593,0.01834378175805451,18.343781758054515,3394.283703921008,0.1903029457457459,1.3073118504771049,0.6813811219763011,0.046688242873642594,0.5565084750414826,0.06280804402194917,3.0,0.0,4.678057267261943,0.5565084750414826,0.788976788520813,0.0
PLAIN_FM,3,19,0.0,0.0,0.09286393311005442,0.0,0.15216346244812007,0.73883056640625,0.8838358721850941,2.319786224231514,0.9243478755626304,0.0395353240580163,39.5353240580163,9360.827602241017,0.09292580760565589,1.3860371684482646,0.06926231301622465,0.0438108469825238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,3,19,1.0,0.0,-0.02926266548322004,0.0,0.0,0.0,0.5328859381592097,1.7799998426925678,0.8017013194150403,0.018549563989114226,18.54956398911423,405.9831671356484,0.2787879752215947,1.2217194902847723,0.4925053789629601,0.04473425995092839,0.37001114402664825,0.04180511407321319,3.0,0.0,3.8919080686120253,0.37001114402664825,1.2389028072357178,0.0
L1_NO_REPLACE,3,19,1.0,0.0,-0.029865255586897482,0.0,0.0,0.0,0.5275822469552107,1.833135605703563,0.8290468001352165,0.022908307444193143,22.908307444193145,537.2206441135896,0.2685001197418153,1.2152799068275615,0.4965468049631454,0.045723935996647924,0.372837416944094,0.0420337810064666,3.0,0.0,4.034735425462623,0.372837416944094,1.222176194190979,0.0
L05_REPLACE,3,19,1.0,0.0,-0.028138404617808484,0.0,0.0,0.0,0.5381495078221832,1.786729247754381,0.7919899154196791,0.017507492841309258,17.507492841309258,371.874946699613,0.2787529753320849,1.2072408752264674,0.49354398500872776,0.045566193060949445,0.3701479260344058,0.0417235610075295,3.0,0.0,4.1755294182167395,0.3701479260344058,1.220984697341919,0.0
L05_NO_REPLACE,3,19,0.0,0.0,0.09770972145257185,0.0,0.02802725296020503,0.0,0.7128540891854878,1.9902857877440159,0.7891785888255245,0.017483974726339113,17.483974726339113,2363.0109100673203,0.17382819209782524,1.2575018282965413,0.49358110601315275,0.04539943690178916,0.37011180497938767,0.041666990087833256,3.0,0.0,4.1755294182167395,0.37011180497938767,0.6603550314903259,0.0
PLAIN_FM,3,20,0.0,0.0,0.11430032434381338,0.0,0.1834046409606933,1.222754716873169,0.9326423973329556,2.24179204623663,0.8638288509974569,0.03777499796453054,37.77499796453054,8624.968306587833,0.07735768065600035,1.4320902603452499,0.06928362301550806,0.04373531398596242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,3,20,1.0,0.0,-0.02831260667221501,0.0,0.0,0.0,0.5201440212784488,1.6686224038010464,0.8006615685390885,0.01579132352088397,15.79132352088397,360.8555465446805,0.2980427392789099,1.2534732073774533,0.4007468369673006,0.04448668396798894,0.27848686900688335,0.03162153699668124,3.0,0.0,4.072726462838185,0.27848686900688335,1.360482096672058,0.0
L1_NO_REPLACE,3,20,1.0,0.0,-0.02998126347349775,0.0,0.0,0.0,0.5163614499166632,1.746413270983007,0.8196241393139673,0.020334999772940954,20.334999772940957,471.2031552337237,0.26881755082577197,1.2472010313458137,0.49220437003532425,0.045342826982960105,0.36901778599713,0.04029160406207666,3.0,0.0,4.159602993896125,0.36901778599713,1.3015216588974,0.0
L05_REPLACE,3,20,1.0,0.0,-0.03294019830689992,0.0,0.0,0.0,0.5129905238771139,1.6419355798034132,0.8022038162055166,0.015236868264917547,15.236868264917547,345.3939690310826,0.30648347819284094,1.2894625378165099,0.4922204710310325,0.04540646797977388,0.36889592302031815,0.04041647701524198,3.0,0.0,5.10753434788743,0.36889592302031815,1.3907526731491089,0.0
L05_NO_REPLACE,3,20,0.0,0.0,0.11249787152228682,0.0,0.0,0.0,0.7291483771842471,1.8422059272755569,0.7386071283515155,0.015491845447495045,15.491845447495047,2031.0895934676055,0.18492514079526928,1.3151134977074304,0.492265691049397,0.045389707083813846,0.368936845974531,0.04053143097553402,3.0,0.0,5.10753434788743,0.368936845974531,0.7582943439483643,0.0
PLAIN_FM,3,21,0.0,0.0,0.11485145816547263,0.0,0.10851319293975825,0.0,0.9364060141836514,2.2681856196899157,0.8513399246933362,0.035488056600455176,35.488056600455174,8488.899356437994,0.08163221965361053,1.4177025580805331,0.06930728402221575,0.04374960495624691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,3,21,1.0,0.0,-0.03288939740357277,0.0,0.0063820299148558135,0.0,0.5204272228376603,1.8834247245555613,0.8333721154286311,0.02827234555004665,28.27234555004665,749.0369185399359,0.25099633423001183,1.2299013156613572,0.40085530997021124,0.044597996049560606,0.2783450140268542,0.03151499503292143,3.0,0.0,4.310040019880402,0.2783450140268542,1.274040699005127,0.0
L1_NO_REPLACE,3,21,1.0,0.0,-0.03242306711112443,0.0,0.00602440204620347,0.0,0.5215623828873415,1.8987546880002746,0.8417928896399648,0.028597195559375344,28.597195559375344,755.4751589106346,0.25153348055102936,1.2252922544020672,0.40163715998642147,0.045415767992381006,0.2784361460362561,0.03147418407024816,3.0,0.0,3.9008313976873876,0.2784361460362561,1.26384699344635,0.0
L05_REPLACE,3,21,1.0,0.0,-0.03812953302040116,0.0,0.004806679153442239,0.0,0.5207987041266943,1.9163499566207598,0.8514287707248975,0.028307469547187658,28.307469547187665,726.8374799719977,0.24890520613417677,1.2206244007527378,0.4012819699710235,0.04535167699214071,0.2779940359760076,0.03147284302394837,3.0,0.0,3.986140032589149,0.2779940359760076,1.2396292686462402,0.0
L05_NO_REPLACE,3,21,0.0,0.0,0.10534245916433915,0.0,0.007457690048217724,0.0,0.7270892719417104,2.0119032651558375,0.785781541868132,0.02036409930691807,20.36409930691807,2396.1675876571494,0.1509733575400955,1.2707438389239476,0.40174511197255924,0.04534455807879567,0.2784781060181558,0.03143247205298394,3.0,0.0,3.986140032589149,0.2784781060181558,0.6687894463539124,0.0
PLAIN_FM,3,22,0.0,0.0,0.11874411437334567,0.0,0.10696645240783687,0.09581565856933594,0.9548949355137405,2.2918228715182805,0.8793279903735264,0.034796027811093255,34.79602781109326,7618.657400610607,0.07809299354781724,1.4553148921188324,0.0691615900141187,0.04371446400182322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,3,22,1.0,0.0,-0.03288917045039433,0.0,0.0015629943847654815,0.0,0.5149661938691589,1.8175634513784258,0.8454349076267921,0.023973233782524694,23.973233782524698,562.0076302420783,0.2610581236706477,1.2491028107875364,0.4938916540122591,0.04473033105023205,0.3711849129758775,0.041936416062526405,3.0,0.0,4.664938374570854,0.3711849129758775,1.3582566976547241,0.0
L1_NO_REPLACE,3,22,1.0,0.0,-0.03178568578457178,0.0,0.0,0.0,0.5188150745482878,1.8092324298261995,0.8367962892676588,0.022215800861590473,22.215800861590473,518.6667772352216,0.2616535738150212,1.2384641405456338,0.4932417770032771,0.045323075086344033,0.37003600294701755,0.04179390304489061,3.0,0.0,4.104571762634425,0.37003600294701755,1.3443725109100342,0.0
L05_REPLACE,3,22,1.0,0.0,-0.03648207035309878,0.0,0.0,0.0,0.5157791269026843,1.8295429281688238,0.8420956664292444,0.02238917272192964,22.38917272192964,520.0098209018122,0.25757944121946724,1.242263126473256,0.49354539398336783,0.04543702001683414,0.3700712851132266,0.0417016219580546,3.0,0.0,4.444496672943366,0.3700712851132266,1.324121356010437,0.0
L05_NO_REPLACE,3,22,0.0,0.0,0.10666805461456269,0.0,0.020270304489135693,0.0,0.7372157952713484,1.973463680255201,0.785031137923014,0.017184540236016232,17.184540236016232,1854.0279363167936,0.1490361682588997,1.3000678480742787,0.4931434239842929,0.04544663097476587,0.36984399904031307,0.04168328095693141,3.0,0.0,4.444496672943366,0.36984399904031307,0.7176766991615295,0.0
PLAIN_FM,3,23,0.0,0.0,0.08754901591312897,0.0,0.13413722972869868,0.0,0.8809282544880098,2.316490182783231,0.8835153046807538,0.03735455714763192,37.35455714763192,8950.653623785285,0.07737560080869986,1.3949162998779254,0.06930644303793088,0.04364922392414883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,3,23,1.0,0.0,-0.02980538803214347,0.0,0.0,0.0,0.5223591471718741,1.8092339443280212,0.8176726452680715,0.022809393207694484,22.809393207694484,545.2486148559643,0.2604116926933936,1.249012291421349,0.49447576800594106,0.0447998009622097,0.37109482899541035,0.041606508020777255,3.0,0.0,5.3010249806053755,0.37109482899541035,1.2573546171188354,0.0
L1_NO_REPLACE,3,23,1.0,0.0,-0.030378790671694793,0.0,0.003696244621276712,0.0,0.5200793190463033,1.8719307232856581,0.8360928435796661,0.02792079880494036,27.92079880494036,712.9286860762641,0.253316641095336,1.2436713608679584,0.4963159159524366,0.04560444108210504,0.3727786529925652,0.04194596805609763,3.0,0.0,5.292511211497364,0.3727786529925652,1.2397304773330688,0.0
L05_REPLACE,3,23,1.0,0.0,-0.03074881979418883,0.0,0.0043667968749998565,0.0,0.5303661684271656,1.778648854095192,0.8144400923045909,0.017974504791585133,17.974504791585133,395.69274825179696,0.2744115475615608,1.241264584728359,0.4967127660056576,0.04537059698486701,0.37310793198412284,0.04192563705146313,3.0,0.0,5.401716032013489,0.37310793198412284,1.2503418922424316,0.0
L05_NO_REPLACE,3,23,0.0,0.0,0.09895711357358102,0.0,0.0,0.0,0.7118368212614289,1.9760310030136405,0.7749368017690017,0.017009900600303496,17.009900600303496,2212.7468958239583,0.1629392426401161,1.280765601759917,0.4948543270002119,0.045441947993822396,0.37109009898267686,0.04160444904118776,3.0,0.0,5.40171603200397,0.37109009898267686,0.6756666302680969,0.0
PLAIN_FM,3,24,0.0,0.0,0.11706977646990521,0.0,0.09616132240295405,0.7311415672302246,0.9122129885190735,2.2571646037466864,0.8531788927732653,0.039748164705388556,39.748164705388554,9545.500707521758,0.08212815942849334,1.4074096597049972,0.06964251201134175,0.04390568699454889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,3,24,1.0,0.0,-0.025290426006898903,0.0,0.0057841953277586455,0.0,0.5295384653299516,1.836493520221584,0.813231163617413,0.02720219513481492,27.202195134814918,683.0366252263076,0.2502688959943078,1.2708849902327037,0.5837247930467129,0.04462009604321793,0.46088461799081415,0.04963714996119961,3.0,0.0,3.8346988406150926,0.46088461799081415,1.2042113542556763,0.0
L1_NO_REPLACE,3,24,1.0,0.0,-0.025588883571576966,0.0,0.005474251174926614,0.0,0.5263750853794286,1.8319700305097022,0.8125444049303835,0.02763542087627613,27.63542087627613,709.2564675734714,0.2515050365667254,1.2731629915438667,0.5851962610031478,0.0456441919086501,0.4616147769847885,0.0503067760146223,3.0,0.0,4.025046557725121,0.4616147769847885,1.2219704389572144,0.0
L05_REPLACE,3,24,1.0,0.0,-0.0295957488418426,0.0,0.002042811775207376,0.0,0.5300268183478487,1.8642298337082486,0.8238205337297382,0.027223137777706796,27.223137777706796,680.3338338415621,0.24747275695051552,1.2563211779899692,0.5839640880003572,0.045406047080177814,0.46064244193257764,0.049594376934692264,3.0,0.0,3.8792767089650217,0.46064244193257764,1.172203540802002,0.0
L05_NO_REPLACE,3,24,0.0,0.0,0.10038448845159631,0.0,0.0,0.0,0.7238453715555587,1.9778565762298825,0.7747645709436506,0.02065061365038723,20.65061365038723,2450.056460236194,0.15252675874551735,1.2947301748090638,0.588306411053054,0.04562017280841246,0.46412078296998516,0.05000797798857093,3.0,0.0,3.8792767089650217,0.46412078296998516,0.6256534457206726,0.0
PLAIN_FM,3,25,0.0,0.0,0.12023189719636501,0.0,0.12073631744384761,0.5369138717651367,0.9581014750374627,2.3026090358947178,0.8835442722853541,0.041769187935619234,41.769187935619236,10541.68158415678,0.08932326264056081,1.452452234888461,0.06911364797269925,0.04364313097903505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1_REPLACE,3,25,1.0,0.0,-0.03514045152549493,0.0,0.004329841995239114,0.0,0.5120372193217119,1.879730322078517,0.852959262351763,0.028032724255360186,28.03272425536019,708.4957099996459,0.2585617132836483,1.2345995434429098,0.4923197309835814,0.044741449935827404,0.369612570037134,0.040343095024582,3.0,0.0,4.2925719944031275,0.369612570037134,1.3505815267562866,0.0
L1_NO_REPLACE,3,25,1.0,0.0,-0.030992257137749866,0.0,0.0,0.0,0.5127658285595312,1.5310036311824182,0.6885433071806171,0.00788905374577542,7.889053745775421,228.97572796924953,0.3722082640479694,1.359558325109256,0.4947830240125768,0.04547353007365018,0.37141933699604124,0.04190362605731934,3.0,0.0,4.835723161469853,0.37141933699604124,1.7413315773010254,0.0
L05_REPLACE,3,25,1.0,0.0,-0.0026344844892086106,0.0,0.0,0.0,0.5409406157370319,1.8445212984720376,0.8732884627795015,0.0302587094757909,30.258709475790905,828.936169781347,0.24680875931841612,1.2848872125573816,0.491853576968424,0.045381916977930814,0.36863591498695314,0.040127489948645234,3.0,0.0,4.601176102544775,0.36863591498695314,1.3267812728881836,0.0
L05_NO_REPLACE,3,25,0.0,0.0,0.11254868230099693,0.0,0.012725548553466748,0.0,0.756696443328769,1.9494368615676914,0.7900020031600454,0.021753563355829897,21.753563355829897,2899.341418773638,0.15155831736881653,1.3114737586871752,0.49212220503250137,0.04532392410328612,0.36872985697118565,0.04006996896350756,3.0,0.0,4.601176102544775,0.36872985697118565,0.7221097946166992,0.0
PLAIN_FM,3,26,0.0,0.0,0.10372934811748535,0.0,0.18978829841613765,1.316131353378296,0.9008944259456733,2.297940483474094,0.8882025136705322,0.039969510771066474,39.969510771066474,9308.076628811168,0.07484342165119315,1.415932915336743,0.0692791219917126,0.04380553594091907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
